metadata_index,composer,title,piece_id,performance_path,split,has_raw_cc64,has_intermediate_pedal,num_raw_cc64_events,num_pedal_intermediate,num_normalized_notes
197,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,train,True,True,6879,4757,3917
198,Beethoven,Piano_Sonatas_15-4,piece_c7654541a76ac13c,Beethoven/Piano_Sonatas/15-4/Floril01.mid,train,True,True,4601,3670,2736
199,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,train,True,True,2461,2432,3264
200,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Khmara01.mid,train,True,True,2755,4670,3375
201,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,train,True,True,1573,1833,3332
202,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,train,True,True,2283,2192,3370
203,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/LuoJ03M.mid,train,True,True,3613,8755,3339
204,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,train,True,True,5970,7774,3403
205,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Woo01.mid,train,True,True,3007,6180,3378
206,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Woo05M.mid,train,True,True,1126,1080,3306
207,Beethoven,Piano_Sonatas_16-2,piece_f0d796ba087bed5c,Beethoven/Piano_Sonatas/16-2/LuoJ04M.mid,train,True,True,17364,16947,4614
208,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/KaszoS09M.mid,train,True,True,6590,4827,3922
209,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/Mordvinov02.mid,train,True,True,6813,7147,4018
210,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/Tuncali01.mid,train,True,True,6786,8430,3988
211,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/USHIKI05.mid,train,True,True,5109,11063,3837
212,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Giesbrecht02.mid,train,True,True,3652,3676,2826
213,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/GuoE02M.mid,train,True,True,4400,4810,2787
214,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/HONG01.mid,train,True,True,3305,3921,2801
215,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/KabuliL02M.mid,train,True,True,4955,7187,2761
216,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid,train,True,True,3027,4025,2891
217,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid,train,True,True,5138,6367,2611
218,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid,train,True,True,2606,3075,2804
219,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid,train,True,True,7360,6445,2864
220,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid,train,True,True,5095,4462,2748
221,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid,train,True,True,2717,2279,2831
222,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid,train,True,True,3562,2769,2822
223,Beethoven,Piano_Sonatas_17-2,piece_ea9d8e5e21894350,Beethoven/Piano_Sonatas/17-2/KaszoS10.mid,train,True,True,12215,4931,1967
224,Beethoven,Piano_Sonatas_17-2,piece_ea9d8e5e21894350,Beethoven/Piano_Sonatas/17-2/USHIKI05M.mid,train,True,True,5891,6611,1692
225,Beethoven,Piano_Sonatas_17-3,piece_fb04dc9ead3421a9,Beethoven/Piano_Sonatas/17-3/KaszoS11M.mid,train,True,True,7337,6463,4222
226,Beethoven,Piano_Sonatas_17-3,piece_fb04dc9ead3421a9,Beethoven/Piano_Sonatas/17-3/USHIKI05M.mid,train,True,True,5944,14135,4315
227,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/Avdeeva01.mid,train,True,True,4798,3375,3243
228,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid,train,True,True,3498,2133,3264
229,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/KOLESO06M.mid,train,True,True,2916,3491,3319
230,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/LeungR02M.mid,train,True,True,2818,6157,3260
231,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/Levitsky01.mid,train,True,True,4379,8577,3220
232,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/Levitsky05M.mid,train,True,True,3009,2429,3239
233,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/Smirnov01.mid,train,True,True,4782,6774,3208
234,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/ZhangH01.mid,train,True,True,2572,6488,3212
235,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/ZhangH05M.mid,train,True,True,3267,2453,3213
236,Beethoven,Piano_Sonatas_18-2,piece_c0fbc2c272981adf,Beethoven/Piano_Sonatas/18-2/ChenGuang04.mid,train,True,True,1736,1293,3023
237,Beethoven,Piano_Sonatas_18-2,piece_c0fbc2c272981adf,Beethoven/Piano_Sonatas/18-2/Schmitt01.mid,train,True,True,2620,1694,2222
238,Beethoven,Piano_Sonatas_18-2,piece_c0fbc2c272981adf,Beethoven/Piano_Sonatas/18-2_no_repeat/KOLESO06.mid,train,True,True,43,43,2220
239,Beethoven,Piano_Sonatas_18-2,piece_c0fbc2c272981adf,Beethoven/Piano_Sonatas/18-2_no_repeat/Schmitt01.mid,train,True,True,2620,1694,2222
240,Beethoven,Piano_Sonatas_18-3,piece_62fdfb7c766ca29a,Beethoven/Piano_Sonatas/18-3/ChenGuang05.mid,train,True,True,3828,2286,1490
241,Beethoven,Piano_Sonatas_18-3,piece_62fdfb7c766ca29a,Beethoven/Piano_Sonatas/18-3/KOLESO06.mid,train,True,True,4940,4578,1273
242,Beethoven,Piano_Sonatas_18-4,piece_06a1725142cf8d67,Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid,train,True,True,2354,1955,3430
243,Beethoven,Piano_Sonatas_18-4,piece_06a1725142cf8d67,Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid,train,True,True,1941,3538,3457
244,Beethoven,Piano_Sonatas_2-1,piece_51d2b7fd3b9c6059,Beethoven/Piano_Sonatas/2-1/Kochetkova01.mid,test,True,True,2408,2820,3069
245,Beethoven,Piano_Sonatas_2-1,piece_51d2b7fd3b9c6059,Beethoven/Piano_Sonatas/2-1/OUSSET01.mid,test,True,True,2168,3901,3062
246,Beethoven,Piano_Sonatas_2-1,piece_51d2b7fd3b9c6059,Beethoven/Piano_Sonatas/2-1/Yang02.mid,test,True,True,4284,5452,3050
247,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1/HAGINO02.mid,train,True,True,8431,14111,8565
248,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1/KaiRuiR02M.mid,train,True,True,9248,23866,8521
249,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1/Sekino05M.mid,train,True,True,10360,19524,6586
250,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1/YOO05.mid,train,True,True,5164,16514,6622
251,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01.mid,train,True,True,11655,17567,6608
252,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M.mid,train,True,True,3796,3829,6515
253,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M.mid,train,True,True,8196,7529,6604
254,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01.mid,train,True,True,6538,8787,6694
255,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M.mid,train,True,True,5858,6509,6615
256,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01.mid,train,True,True,9590,15144,6640
257,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M.mid,train,True,True,9773,19302,6670
258,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01.mid,train,True,True,8430,13783,6590
259,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01.mid,train,True,True,8303,10429,6659
260,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02.mid,train,True,True,5524,5676,6626
261,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M.mid,train,True,True,6628,16876,6626
262,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M.mid,train,True,True,9856,16781,6591
263,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M.mid,train,True,True,6703,20454,6624
264,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M.mid,train,True,True,5154,4648,6604
265,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01.mid,train,True,True,9934,17546,6581
266,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01.mid,train,True,True,6600,9187,6576
267,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M.mid,train,True,True,7554,10031,6536
268,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M.mid,train,True,True,6160,7370,6575
269,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M.mid,train,True,True,10486,16660,6605
270,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M.mid,train,True,True,4107,4057,6590
271,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid,train,True,True,3518,2840,6630
272,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid,train,True,True,8827,10325,6625
273,Beethoven,Piano_Sonatas_21-1,piece_24fc2176320cbf55,Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01.mid,train,True,True,8933,14001,6652
274,Beethoven,Piano_Sonatas_21-2,piece_968fc80fffd17e8d,Beethoven/Piano_Sonatas/21-2/KimSY03.mid,train,True,True,5587,1346,490
275,Beethoven,Piano_Sonatas_21-2,piece_968fc80fffd17e8d,Beethoven/Piano_Sonatas/21-2/Sekino05.mid,train,True,True,4025,838,492
276,Beethoven,Piano_Sonatas_21-2,piece_968fc80fffd17e8d,Beethoven/Piano_Sonatas/21-2/YOO05M.mid,train,True,True,2433,1815,494
277,Beethoven,Piano_Sonatas_21-3,piece_ad20992460d1a99f,Beethoven/Piano_Sonatas/21-3/KimSY04M.mid,train,True,True,9195,12172,7253
278,Beethoven,Piano_Sonatas_21-3,piece_ad20992460d1a99f,Beethoven/Piano_Sonatas/21-3/Sekino05M.mid,train,True,True,7346,12799,7148
279,Beethoven,Piano_Sonatas_21-3,piece_ad20992460d1a99f,Beethoven/Piano_Sonatas/21-3/YOO05M.mid,train,True,True,4091,18797,7311
280,Beethoven,Piano_Sonatas_22-1,piece_535480de5ef7d47f,Beethoven/Piano_Sonatas/22-1/IVLEVA01.mid,train,True,True,5263,5902,2978
281,Beethoven,Piano_Sonatas_22-1,piece_535480de5ef7d47f,Beethoven/Piano_Sonatas/22-1/KOLESO04M.mid,train,True,True,2578,4942,3112
282,Beethoven,Piano_Sonatas_22-1,piece_535480de5ef7d47f,Beethoven/Piano_Sonatas/22-1/WongDoe01.mid,train,True,True,4494,3717,3092
283,Beethoven,Piano_Sonatas_22-2,piece_1f2b81ea0c5aa202,Beethoven/Piano_Sonatas/22-2/KOLESO04M.mid,train,True,True,778,1320,2834
284,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Cai01.mid,train,True,True,8296,10105,6249
285,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Duepree01.mid,train,True,True,8702,11884,6349
286,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Duepree05M.mid,train,True,True,9806,12970,6361
287,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Gintov01.mid,train,True,True,5215,4330,6392
288,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Guo03M.mid,train,True,True,4837,12386,6365
289,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Huangci02.mid,train,True,True,9829,10175,6381
290,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/JIA02.mid,train,True,True,7033,10600,6236
291,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/KARYAG01.mid,train,True,True,8325,12554,6391
292,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Ladid01.mid,train,True,True,13911,17652,6400
293,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/LiuC02M.mid,train,True,True,5177,4158,6189
294,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Mizumoto06M.mid,train,True,True,7891,8388,5969
295,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Na01.mid,train,True,True,9272,11771,6496
296,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Teo02M.mid,train,True,True,8413,7655,6241
297,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Tran01.mid,train,True,True,8742,10519,6408
298,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Yeletskiy01.mid,train,True,True,8104,11662,6314
299,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Yi02M.mid,train,True,True,10272,10276,6304
300,Beethoven,Piano_Sonatas_23-1,piece_43644711e20c28f4,Beethoven/Piano_Sonatas/23-1/Yu01.mid,train,True,True,7661,8094,6347
301,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_2_repeat/DeTurck06M.mid,train,True,True,6544,8613,2785
302,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1/Lisiecki01.mid,train,True,True,10316,13239,4231
303,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1/Lisiecki05M.mid,train,True,True,6063,7675,4217
304,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_repeat/Lou02M.mid,train,True,True,3997,3303,2133
305,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1/WangV01.mid,train,True,True,5636,4516,4255
306,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Cui02.mid,train,True,True,5841,6761,2787
307,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Cui06M.mid,train,True,True,5095,4913,2722
308,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_2_repeat/MERJAN01.mid,train,True,True,4091,6682,2827
309,Beethoven,Piano_Sonatas_24-1,piece_d360d773df363493,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Zusko01.mid,train,True,True,4218,4708,2830
310,Beethoven,Piano_Sonatas_24-2,piece_82026b651d70e180,Beethoven/Piano_Sonatas/24-2/Lisiecki05M.mid,train,True,True,1993,2115,1781
311,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/Ali02.mid,train,True,True,6229,7959,3282
312,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/HuNY02M.mid,train,True,True,5093,3642,3306
313,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/MorozovY02.mid,train,True,True,5999,4618,3280
314,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/Sham03M.mid,train,True,True,6562,6632,3317
315,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/Zhdanov05M.mid,train,True,True,8888,9724,3314
316,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1_no_repeat/Broberg01.mid,train,True,True,5027,3638,2624
317,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/Huang02.mid,train,True,True,10672,7234,3263
318,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1/LEE_K05.mid,train,True,True,5206,6515,3293
319,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1_no_repeat/Kim02M.mid,train,True,True,8358,5220,2646
320,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1_no_repeat/Tysman01.mid,train,True,True,9552,7992,2670
321,Beethoven,Piano_Sonatas_26-1,piece_19c43db9e579a634,Beethoven/Piano_Sonatas/26-1_no_repeat/Ye02.mid,train,True,True,6114,4752,2638
322,Beethoven,Piano_Sonatas_26-2,piece_958184e8ce563114,Beethoven/Piano_Sonatas/26-2/HONG05M.mid,train,True,True,2794,2011,861
323,Beethoven,Piano_Sonatas_26-2,piece_958184e8ce563114,Beethoven/Piano_Sonatas/26-2/Huang02.mid,train,True,True,6538,2348,873
324,Beethoven,Piano_Sonatas_26-2,piece_958184e8ce563114,Beethoven/Piano_Sonatas/26-2/LEE_K05M.mid,train,True,True,2334,1651,868
325,Beethoven,Piano_Sonatas_26-2,piece_958184e8ce563114,Beethoven/Piano_Sonatas/26-2/Tysman01.mid,train,True,True,6690,3146,874
326,Beethoven,Piano_Sonatas_26-2,piece_958184e8ce563114,Beethoven/Piano_Sonatas/26-2/Zhdanov05.mid,train,True,True,4091,2315,864
327,Beethoven,Piano_Sonatas_26-3,piece_23e5f389741cb651,Beethoven/Piano_Sonatas/26-3/HONG05M.mid,train,True,True,3094,6221,3880
328,Beethoven,Piano_Sonatas_26-3,piece_23e5f389741cb651,Beethoven/Piano_Sonatas/26-3/Huang02.mid,train,True,True,5466,5324,3814
329,Beethoven,Piano_Sonatas_26-3,piece_23e5f389741cb651,Beethoven/Piano_Sonatas/26-3/LEE_K05.mid,train,True,True,3862,9572,5299
330,Beethoven,Piano_Sonatas_26-3,piece_23e5f389741cb651,Beethoven/Piano_Sonatas/26-3/Tysman01.mid,train,True,True,6074,10803,3920
331,Beethoven,Piano_Sonatas_26-3,piece_23e5f389741cb651,Beethoven/Piano_Sonatas/26-3/Zhdanov05M.mid,train,True,True,7352,15847,5280
332,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/Abdelmola01.mid,validation,True,True,7644,6303,2628
333,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/Fung01.mid,validation,True,True,5624,3668,2636
334,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/GiacomelliN04M.mid,validation,True,True,5983,4897,2646
335,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/Ko01.mid,validation,True,True,3455,1811,2595
336,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/Ko05M.mid,validation,True,True,3891,2555,2628
337,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/MiyashitaM02M.mid,validation,True,True,8515,5775,2625
338,Beethoven,Piano_Sonatas_27-1,piece_69862af5096ee3fa,Beethoven/Piano_Sonatas/27-1/Seredenko01.mid,validation,True,True,4600,3549,2635
339,Beethoven,Piano_Sonatas_27-2,piece_4c8f494899d6c68a,Beethoven/Piano_Sonatas/27-2/GiacomelliN05M.mid,train,True,True,12065,13015,3990
340,Beethoven,Piano_Sonatas_28-1,piece_3c8535ee6c610b0c,Beethoven/Piano_Sonatas/28-1/Atzinger01.mid,train,True,True,6130,3664,1275
341,Beethoven,Piano_Sonatas_28-1,piece_3c8535ee6c610b0c,Beethoven/Piano_Sonatas/28-1/KimHJ02M.mid,train,True,True,2714,1277,1285
342,Beethoven,Piano_Sonatas_28-1,piece_3c8535ee6c610b0c,Beethoven/Piano_Sonatas/28-1/KyykhynenT06M.mid,train,True,True,2879,1404,1301
343,Beethoven,Piano_Sonatas_28-1,piece_3c8535ee6c610b0c,Beethoven/Piano_Sonatas/28-1/WangY04M.mid,train,True,True,3147,1414,1295
344,Beethoven,Piano_Sonatas_28-1,piece_3c8535ee6c610b0c,Beethoven/Piano_Sonatas/28-1/Zhdanov01.mid,train,True,True,5214,2383,1290
345,Beethoven,Piano_Sonatas_28-2,piece_790a094e656d4186,Beethoven/Piano_Sonatas/28-2/KimHJ03.mid,train,True,True,4390,3080,3459
346,Beethoven,Piano_Sonatas_29-2,piece_ab42b317dcb38fc5,Beethoven/Piano_Sonatas/29-2/ChowK03.mid,validation,True,True,2206,2555,1902
347,Beethoven,Piano_Sonatas_29-3,piece_cd420fd745942bd1,Beethoven/Piano_Sonatas/29-3/ChowK04.mid,train,True,True,16883,12540,5150
348,Beethoven,Piano_Sonatas_29-4,piece_0390c4f7d9bd5aa5,Beethoven/Piano_Sonatas/29-4/ChowK05M.mid,train,True,True,10610,9745,8035
349,Beethoven,Piano_Sonatas_29-4,piece_0390c4f7d9bd5aa5,Beethoven/Piano_Sonatas/29-4/DANILO01.mid,train,True,True,5455,12015,8064
350,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/Bult-ItoS03M.mid,train,True,True,6820,7289,4347
351,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/CaoJ02M.mid,train,True,True,3309,2243,4279
352,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/Jia02.mid,train,True,True,5244,4652,4350
353,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/KorchinskayaKogan02.mid,train,True,True,6944,7974,4307
354,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/LUO01.mid,train,True,True,7730,13945,4171
355,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/Lin01.mid,train,True,True,5057,8248,4359
356,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/Lin05M.mid,train,True,True,4068,4363,4368
357,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/MiyashitaM03M.mid,train,True,True,8146,11486,4346
358,Beethoven,Piano_Sonatas_3-1,piece_3829d5339382c9c2,Beethoven/Piano_Sonatas/3-1/ZHOU01.mid,train,True,True,4759,6585,4362
359,Beethoven,Piano_Sonatas_3-2,piece_221b199a0a4949e9,Beethoven/Piano_Sonatas/3-2/MiyashitaM04M.mid,train,True,True,9514,3967,1477
360,Beethoven,Piano_Sonatas_30-1,piece_dffc44d92cd9ab16,Beethoven/Piano_Sonatas/30-1/CHEN02.mid,train,True,True,3798,3789,1518
361,Beethoven,Piano_Sonatas_30-1,piece_dffc44d92cd9ab16,Beethoven/Piano_Sonatas/30-1/Hirata01.mid,train,True,True,6242,3897,1511
362,Beethoven,Piano_Sonatas_30-1,piece_dffc44d92cd9ab16,Beethoven/Piano_Sonatas/30-1/Izzard01.mid,train,True,True,5408,4701,1509
363,Beethoven,Piano_Sonatas_30-1,piece_dffc44d92cd9ab16,Beethoven/Piano_Sonatas/30-1/Katyukova01.mid,train,True,True,6030,3460,1510
364,Beethoven,Piano_Sonatas_30-1,piece_dffc44d92cd9ab16,Beethoven/Piano_Sonatas/30-1/MaslovV02M.mid,train,True,True,4722,3321,1507
