file,relative_path,status,error,midi_type,ticks_per_beat,tempo_change_count,note_count,unique_onset_count,ioi_count,cc64_event_count,cc64_channel_distribution,cc64_track_distribution,note_channel_distribution,channel_conflict_count,track_conflict_count,drum_note_count,cc64_events_before_first_onset,cc64_events_at_or_after_last_onset,long_ioi_count_gt_5s,max_ioi_duration_sec,baseline_64_up_count,baseline_64_down_count,baseline_64_transition_count,baseline_64_main_ioi_up_count,baseline_64_main_ioi_down_count,baseline_64_main_ioi_transition_count,baseline_64_transitions_before_first_onset,baseline_64_transitions_at_or_after_last_onset,baseline_64_two_slot_coverage,baseline_64_rapid_reversal_25ms,baseline_64_near_threshold_rapid_25ms,baseline_64_rapid_reversal_50ms,baseline_64_near_threshold_rapid_50ms,baseline_64_rapid_reversal_100ms,baseline_64_near_threshold_rapid_100ms,baseline_64_rapid_reversal_200ms,baseline_64_near_threshold_rapid_200ms,narrow_68_60_up_count,narrow_68_60_down_count,narrow_68_60_transition_count,narrow_68_60_main_ioi_up_count,narrow_68_60_main_ioi_down_count,narrow_68_60_main_ioi_transition_count,narrow_68_60_transitions_before_first_onset,narrow_68_60_transitions_at_or_after_last_onset,narrow_68_60_two_slot_coverage,narrow_68_60_rapid_reversal_25ms,narrow_68_60_near_threshold_rapid_25ms,narrow_68_60_rapid_reversal_50ms,narrow_68_60_near_threshold_rapid_50ms,narrow_68_60_rapid_reversal_100ms,narrow_68_60_near_threshold_rapid_100ms,narrow_68_60_rapid_reversal_200ms,narrow_68_60_near_threshold_rapid_200ms,wide_72_56_up_count,wide_72_56_down_count,wide_72_56_transition_count,wide_72_56_main_ioi_up_count,wide_72_56_main_ioi_down_count,wide_72_56_main_ioi_transition_count,wide_72_56_transitions_before_first_onset,wide_72_56_transitions_at_or_after_last_onset,wide_72_56_two_slot_coverage,wide_72_56_rapid_reversal_25ms,wide_72_56_near_threshold_rapid_25ms,wide_72_56_rapid_reversal_50ms,wide_72_56_near_threshold_rapid_50ms,wide_72_56_rapid_reversal_100ms,wide_72_56_near_threshold_rapid_100ms,wide_72_56_rapid_reversal_200ms,wide_72_56_near_threshold_rapid_200ms,transition_count_0_iois,transition_count_1_iois,transition_count_2_iois,transition_count_3_iois,transition_count_4plus_iois,overflow_ioi_count,overflow_ioi_ratio,same_timestamp_opposite_transition_count,continuously_off_ioi_count,continuously_on_ioi_count,partially_on_ioi_count,ever_on_ioi_count,baseline_rapid_rate_per_1000_iois,baseline_near_threshold_rapid_rate_per_1000_iois,baseline_transition_rate_per_1000_iois,warnings,near_threshold_rate_empirical_p95,transition_rate_empirical_p95,high_near_threshold_crossing_rate,high_transition_rate
6-15.mid,third_party/PianistTransformer/data/midis/testset/human/6-15.mid,analyzed,,1,384,1,5311,5164,5163,10508,"{""0"": 10508}","{""1"": 10508}","{""0"": 5311}",0,0,0,21,22,0,3.4010416666666856,330,330,660,329,329,658,1,1,0.9980631415843502,4,4,18,18,80,48,213,79,276,276,552,275,275,550,1,1,0.9984505132674801,0,0,1,1,41,8,139,26,234,235,469,234,234,468,1,0,0.9986441991090451,0,0,0,0,27,0,98,0,4620,442,91,6,4,10,0.001936858415649816,0,3110,1517,536,2053,41.25508425334108,15.301181483633547,127.83265543288786,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,True,False
6-16.mid,third_party/PianistTransformer/data/midis/testset/human/6-16.mid,analyzed,,0,384,1,5477,5289,5288,7415,"{""0"": 7415}","{""0"": 7415}","{""0"": 5477}",0,0,0,8,105,0,3.4762251562499955,403,403,806,402,402,804,1,1,0.9979198184568835,2,1,3,1,45,5,172,6,396,396,792,395,395,790,1,1,0.9981089258698941,2,0,2,0,41,0,162,0,390,390,780,389,389,778,1,1,0.9981089258698941,1,0,2,0,33,0,158,0,4605,577,95,7,4,11,0.00208018154311649,0,2217,2411,660,3071,32.526475037821484,1.13464447806354,152.42057488653555,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-17.mid,third_party/PianistTransformer/data/midis/testset/human/6-17.mid,analyzed,,0,384,1,5477,5289,5288,7415,"{""0"": 7415}","{""0"": 7415}","{""0"": 5477}",0,0,0,8,105,0,3.4762251562499955,403,403,806,402,402,804,1,1,0.9979198184568835,2,1,3,1,45,5,172,6,396,396,792,395,395,790,1,1,0.9981089258698941,2,0,2,0,41,0,162,0,390,390,780,389,389,778,1,1,0.9981089258698941,1,0,2,0,33,0,158,0,4605,577,95,7,4,11,0.00208018154311649,0,2217,2411,660,3071,32.526475037821484,1.13464447806354,152.42057488653555,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-18.mid,third_party/PianistTransformer/data/midis/testset/human/6-18.mid,analyzed,,0,384,1,5477,5289,5288,7415,"{""0"": 7415}","{""0"": 7415}","{""0"": 5477}",0,0,0,8,105,0,3.4762251562499955,403,403,806,402,402,804,1,1,0.9979198184568835,2,1,3,1,45,5,172,6,396,396,792,395,395,790,1,1,0.9981089258698941,2,0,2,0,41,0,162,0,390,390,780,389,389,778,1,1,0.9981089258698941,1,0,2,0,33,0,158,0,4605,577,95,7,4,11,0.00208018154311649,0,2217,2411,660,3071,32.526475037821484,1.13464447806354,152.42057488653555,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-19.mid,third_party/PianistTransformer/data/midis/testset/human/6-19.mid,analyzed,,1,384,1,5443,5268,5267,3909,"{""0"": 3909}","{""1"": 3909}","{""0"": 5443}",0,0,0,12,34,0,3.565104166666657,343,344,687,343,343,686,1,0,0.9992405543952915,2,1,9,3,54,3,141,5,339,340,679,339,339,678,1,0,0.9992405543952915,1,1,3,1,50,1,133,1,336,337,673,336,336,672,1,0,0.9992405543952915,0,0,4,0,47,0,129,0,4698,456,109,4,0,4,0.0007594456047085627,0,2565,2146,556,2702,26.770457565976837,0.9493070058857034,130.43478260869566,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-20.mid,third_party/PianistTransformer/data/midis/testset/human/6-20.mid,analyzed,,1,384,1,5443,5268,5267,3909,"{""0"": 3909}","{""1"": 3909}","{""0"": 5443}",0,0,0,12,34,0,3.565104166666657,343,344,687,343,343,686,1,0,0.9992405543952915,2,1,9,3,54,3,141,5,339,340,679,339,339,678,1,0,0.9992405543952915,1,1,3,1,50,1,133,1,336,337,673,336,336,672,1,0,0.9992405543952915,0,0,4,0,47,0,129,0,4698,456,109,4,0,4,0.0007594456047085627,0,2565,2146,556,2702,26.770457565976837,0.9493070058857034,130.43478260869566,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-21.mid,third_party/PianistTransformer/data/midis/testset/human/6-21.mid,analyzed,,1,384,1,5443,5268,5267,3909,"{""0"": 3909}","{""1"": 3909}","{""0"": 5443}",0,0,0,12,34,0,3.565104166666657,343,344,687,343,343,686,1,0,0.9992405543952915,2,1,9,3,54,3,141,5,339,340,679,339,339,678,1,0,0.9992405543952915,1,1,3,1,50,1,133,1,336,337,673,336,336,672,1,0,0.9992405543952915,0,0,4,0,47,0,129,0,4698,456,109,4,0,4,0.0007594456047085627,0,2565,2146,556,2702,26.770457565976837,0.9493070058857034,130.43478260869566,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-22.mid,third_party/PianistTransformer/data/midis/testset/human/6-22.mid,analyzed,,1,384,1,5443,5268,5267,3909,"{""0"": 3909}","{""1"": 3909}","{""0"": 5443}",0,0,0,12,34,0,3.565104166666657,343,344,687,343,343,686,1,0,0.9992405543952915,2,1,9,3,54,3,141,5,339,340,679,339,339,678,1,0,0.9992405543952915,1,1,3,1,50,1,133,1,336,337,673,336,336,672,1,0,0.9992405543952915,0,0,4,0,47,0,129,0,4698,456,109,4,0,4,0.0007594456047085627,0,2565,2146,556,2702,26.770457565976837,0.9493070058857034,130.43478260869566,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-23.mid,third_party/PianistTransformer/data/midis/testset/human/6-23.mid,analyzed,,0,480,1,5790,5604,5603,6482,"{""0"": 6482}","{""0"": 6482}","{""0"": 5790}",0,0,0,8,38,1,5.095080375000009,436,436,872,435,435,870,1,1,0.997501338568624,8,6,29,16,105,30,275,40,413,413,826,412,412,824,1,1,0.9976798143851509,2,1,15,2,85,5,241,10,391,391,782,390,390,780,1,1,0.9980367660182046,0,0,10,0,70,0,220,0,4906,545,138,7,7,14,0.0024986614313760487,0,2062,2855,686,3541,49.08084954488667,7.139032661074425,155.63091201142245,cc64_before_first_onset|cc64_at_or_after_last_onset|ioi_longer_than_5_seconds,15.301181483633547,291.93373852610824,False,False
6-24.mid,third_party/PianistTransformer/data/midis/testset/human/6-24.mid,analyzed,,0,480,1,5790,5604,5603,6482,"{""0"": 6482}","{""0"": 6482}","{""0"": 5790}",0,0,0,8,38,1,5.095080375000009,436,436,872,435,435,870,1,1,0.997501338568624,8,6,29,16,105,30,275,40,413,413,826,412,412,824,1,1,0.9976798143851509,2,1,15,2,85,5,241,10,391,391,782,390,390,780,1,1,0.9980367660182046,0,0,10,0,70,0,220,0,4906,545,138,7,7,14,0.0024986614313760487,0,2062,2855,686,3541,49.08084954488667,7.139032661074425,155.63091201142245,cc64_before_first_onset|cc64_at_or_after_last_onset|ioi_longer_than_5_seconds,15.301181483633547,291.93373852610824,False,False
6-25.mid,third_party/PianistTransformer/data/midis/testset/human/6-25.mid,analyzed,,0,480,1,5790,5604,5603,6482,"{""0"": 6482}","{""0"": 6482}","{""0"": 5790}",0,0,0,8,38,1,5.095080375000009,436,436,872,435,435,870,1,1,0.997501338568624,8,6,29,16,105,30,275,40,413,413,826,412,412,824,1,1,0.9976798143851509,2,1,15,2,85,5,241,10,391,391,782,390,390,780,1,1,0.9980367660182046,0,0,10,0,70,0,220,0,4906,545,138,7,7,14,0.0024986614313760487,0,2062,2855,686,3541,49.08084954488667,7.139032661074425,155.63091201142245,cc64_before_first_onset|cc64_at_or_after_last_onset|ioi_longer_than_5_seconds,15.301181483633547,291.93373852610824,False,False
6-26.mid,third_party/PianistTransformer/data/midis/testset/human/6-26.mid,analyzed,,0,480,1,5790,5604,5603,6482,"{""0"": 6482}","{""0"": 6482}","{""0"": 5790}",0,0,0,8,38,1,5.095080375000009,436,436,872,435,435,870,1,1,0.997501338568624,8,6,29,16,105,30,275,40,413,413,826,412,412,824,1,1,0.9976798143851509,2,1,15,2,85,5,241,10,391,391,782,390,390,780,1,1,0.9980367660182046,0,0,10,0,70,0,220,0,4906,545,138,7,7,14,0.0024986614313760487,0,2062,2855,686,3541,49.08084954488667,7.139032661074425,155.63091201142245,cc64_before_first_onset|cc64_at_or_after_last_onset|ioi_longer_than_5_seconds,15.301181483633547,291.93373852610824,False,False
6-27.mid,third_party/PianistTransformer/data/midis/testset/human/6-27.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-28.mid,third_party/PianistTransformer/data/midis/testset/human/6-28.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-29.mid,third_party/PianistTransformer/data/midis/testset/human/6-29.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-30.mid,third_party/PianistTransformer/data/midis/testset/human/6-30.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-31.mid,third_party/PianistTransformer/data/midis/testset/human/6-31.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-32.mid,third_party/PianistTransformer/data/midis/testset/human/6-32.mid,analyzed,,0,480,1,4153,4048,4047,4031,"{""0"": 4031}","{""0"": 4031}","{""0"": 4153}",0,0,0,8,29,0,3.342945375000056,368,368,736,367,368,735,0,1,0.9982703236965653,0,0,3,1,51,2,218,3,365,365,730,364,365,729,0,1,0.9982703236965653,0,0,0,0,47,1,216,1,363,363,726,362,363,725,0,1,0.9985174203113417,0,0,1,0,38,0,213,0,3439,488,113,7,0,7,0.001729676303434643,0,1818,1639,590,2229,53.86706202125031,0.7412898443291327,181.8631084754139,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-33.mid,third_party/PianistTransformer/data/midis/testset/human/6-33.mid,analyzed,,1,384,1,4108,3928,3927,6780,"{""0"": 6780}","{""1"": 6780}","{""0"": 4108}",0,0,0,8,101,0,3.6551779687500243,402,402,804,401,401,802,1,1,0.9949070537305832,10,10,20,18,127,30,285,36,386,386,772,385,385,770,1,1,0.9961802902979373,0,0,7,5,105,13,264,19,363,363,726,362,362,724,1,1,0.9964349376114082,0,0,0,0,86,0,237,0,3286,506,115,14,6,20,0.005092946269416858,0,1437,1870,620,2490,72.57448433919022,9.167303284950345,204.73644003055767,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
6-34.mid,third_party/PianistTransformer/data/midis/testset/human/6-34.mid,analyzed,,1,384,1,4108,3928,3927,6780,"{""0"": 6780}","{""1"": 6780}","{""0"": 4108}",0,0,0,8,101,0,3.6551779687500243,402,402,804,401,401,802,1,1,0.9949070537305832,10,10,20,18,127,30,285,36,386,386,772,385,385,770,1,1,0.9961802902979373,0,0,7,5,105,13,264,19,363,363,726,362,362,724,1,1,0.9964349376114082,0,0,0,0,86,0,237,0,3286,506,115,14,6,20,0.005092946269416858,0,1437,1870,620,2490,72.57448433919022,9.167303284950345,204.73644003055767,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-0.mid,third_party/PianistTransformer/data/midis/testset/human/7-0.mid,analyzed,,1,480,1,4053,3905,3904,4507,"{""0"": 4507}","{""1"": 4507}","{""0"": 4053}",0,0,0,8,12,0,1.4722178791666636,350,350,700,349,349,698,0,2,0.998719262295082,10,4,31,9,104,13,255,19,335,335,670,334,334,668,0,2,0.998719262295082,5,2,24,3,91,8,233,8,313,313,626,312,312,624,0,2,0.9984631147540983,1,0,11,0,65,0,193,0,3290,535,74,5,0,5,0.0012807377049180327,0,2221,1085,598,1683,65.31762295081967,4.866803278688525,179.30327868852459,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-1.mid,third_party/PianistTransformer/data/midis/testset/human/7-1.mid,analyzed,,1,384,1,4029,3845,3844,6364,"{""0"": 6364}","{""1"": 6364}","{""0"": 4029}",0,0,0,1,14,0,1.3181076562499925,327,327,654,326,326,652,0,2,0.9986992715920916,3,3,10,9,63,19,228,32,296,296,592,295,295,590,0,2,0.9984391259105099,0,0,0,0,45,9,187,17,240,240,480,239,239,478,0,2,0.9984391259105099,0,0,0,0,31,1,138,3,3262,517,60,5,0,5,0.0013007284079084287,0,2293,982,569,1551,59.31321540062435,8.324661810613943,170.13527575442248,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-2.mid,third_party/PianistTransformer/data/midis/testset/human/7-2.mid,analyzed,,0,384,1,4031,3835,3834,6388,"{""0"": 6388}","{""0"": 6388}","{""0"": 4031}",0,0,0,8,16,0,1.7507995312499816,397,397,794,396,395,791,1,2,0.9981742305685968,1,1,5,3,88,8,267,22,381,381,762,380,380,760,0,2,0.9981742305685968,0,0,3,1,72,1,248,10,347,347,694,346,346,692,0,2,0.9989567031820553,0,0,1,0,64,0,218,1,3139,606,82,7,0,7,0.0018257694314032342,0,2101,1052,681,1733,69.64006259780908,5.738132498695879,207.094418362024,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-3.mid,third_party/PianistTransformer/data/midis/testset/human/7-3.mid,analyzed,,1,384,1,4011,3842,3841,4707,"{""0"": 4707}","{""1"": 4707}","{""0"": 4011}",0,0,0,31,24,0,1.1276041666666856,311,311,622,310,309,619,1,2,0.9986982556625879,4,4,17,16,91,38,202,45,293,293,586,292,291,583,1,2,0.9986982556625879,0,0,4,3,61,14,184,20,273,273,546,272,271,543,1,2,0.9989586045300703,0,0,1,0,41,1,158,2,3312,444,80,5,0,5,0.0013017443374121322,0,1687,1638,516,2154,52.590471231450145,11.715699036709191,161.93699557406924,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-4.mid,third_party/PianistTransformer/data/midis/testset/human/7-4.mid,analyzed,,1,480,1,4020,3548,3547,4181,"{""0"": 4181}","{""1"": 4181}","{""0"": 4020}",0,0,0,9,5,0,1.3125,275,275,550,274,274,548,0,2,0.9988722864392444,3,3,9,9,47,11,173,13,270,270,540,269,269,538,0,2,0.9988722864392444,1,1,6,5,31,6,164,8,258,258,516,257,257,514,0,2,0.9988722864392444,0,0,0,0,23,0,157,0,3058,434,51,4,0,4,0.001127713560755568,0,1969,1116,462,1578,48.77361150267832,3.665069072455596,155.0606146038906,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-5.mid,third_party/PianistTransformer/data/midis/testset/human/7-5.mid,analyzed,,1,480,1,4000,3877,3876,4453,"{""0"": 4453}","{""1"": 4453}","{""0"": 4000}",0,0,0,35,3,0,1.1802083333333258,264,264,528,263,262,525,1,2,0.9997420020639834,1,1,5,3,30,7,138,17,241,241,482,240,239,479,1,2,0.999484004127967,0,0,1,0,21,1,119,2,231,231,462,230,229,459,1,2,0.9997420020639834,0,0,1,0,18,0,107,0,3403,422,50,1,0,1,0.00025799793601651185,0,2197,1212,467,1679,35.60371517027864,4.385964912280702,136.22291021671828,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-6.mid,third_party/PianistTransformer/data/midis/testset/human/7-6.mid,analyzed,,0,384,1,4050,3884,3883,6266,"{""0"": 6266}","{""0"": 6266}","{""0"": 4050}",0,0,0,1,23,0,1.2179475000000082,267,267,534,266,265,531,1,2,0.9981972701519444,4,4,10,7,39,20,126,45,225,225,450,224,224,448,0,2,0.9984548029873809,0,0,5,1,26,4,94,9,185,185,370,184,184,368,0,2,0.9992274014936905,0,0,1,1,17,1,71,1,3430,382,64,7,0,7,0.0018027298480556271,0,2656,784,443,1227,32.44913726500129,11.588977594643318,137.52253412310068,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-7.mid,third_party/PianistTransformer/data/midis/testset/human/7-7.mid,analyzed,,0,384,1,4050,3884,3883,6266,"{""0"": 6266}","{""0"": 6266}","{""0"": 4050}",0,0,0,1,23,0,1.2179475000000082,267,267,534,266,265,531,1,2,0.9981972701519444,4,4,10,7,39,20,126,45,225,225,450,224,224,448,0,2,0.9984548029873809,0,0,5,1,26,4,94,9,185,185,370,184,184,368,0,2,0.9992274014936905,0,0,1,1,17,1,71,1,3430,382,64,7,0,7,0.0018027298480556271,0,2656,784,443,1227,32.44913726500129,11.588977594643318,137.52253412310068,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-8.mid,third_party/PianistTransformer/data/midis/testset/human/7-8.mid,analyzed,,1,480,1,3947,3822,3821,5440,"{""0"": 5440}","{""1"": 5440}","{""0"": 3947}",0,0,0,1,7,0,1.640625,327,327,654,326,327,653,0,1,0.9984297304370584,6,5,14,9,71,20,246,30,289,289,578,288,289,577,0,1,0.9992148652185292,0,0,2,1,36,5,201,9,263,263,526,262,263,525,0,1,0.9994765768123528,0,0,0,0,26,0,165,0,3243,509,63,6,0,6,0.0015702695629416384,0,2308,945,568,1513,64.38105208060718,7.851347814708191,171.15938236063857,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-9.mid,third_party/PianistTransformer/data/midis/testset/human/7-9.mid,analyzed,,1,384,1,4009,3862,3861,4788,"{""0"": 4788}","{""1"": 4788}","{""0"": 4009}",0,0,0,8,5,0,1.463673749999998,385,385,770,384,384,768,0,2,0.9981869981869982,5,5,16,11,126,14,273,17,377,377,754,376,376,752,0,2,0.9984459984459985,1,1,6,2,109,4,261,5,365,365,730,364,364,728,0,2,0.9984459984459985,0,0,3,0,92,0,247,0,3200,561,93,7,0,7,0.001813001813001813,0,1841,1372,648,2020,70.70707070707071,4.403004403004403,199.43019943019942,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
7-10.mid,third_party/PianistTransformer/data/midis/testset/human/7-10.mid,analyzed,,1,384,1,4009,3862,3861,4788,"{""0"": 4788}","{""1"": 4788}","{""0"": 4009}",0,0,0,8,5,0,1.463673749999998,385,385,770,384,384,768,0,2,0.9981869981869982,5,5,16,11,126,14,273,17,377,377,754,376,376,752,0,2,0.9984459984459985,1,1,6,2,109,4,261,5,365,365,730,364,364,728,0,2,0.9984459984459985,0,0,3,0,92,0,247,0,3200,561,93,7,0,7,0.001813001813001813,0,1841,1372,648,2020,70.70707070707071,4.403004403004403,199.43019943019942,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-0.mid,third_party/PianistTransformer/data/midis/testset/human/8-0.mid,analyzed,,1,384,1,2111,2058,2057,7039,"{""0"": 7039}","{""1"": 7039}","{""0"": 2111}",0,0,0,11,40,0,2.555989583333343,280,280,560,279,279,558,0,2,0.9931939718035975,2,2,7,7,58,13,200,21,265,265,530,264,264,528,0,2,0.9941662615459407,0,0,1,1,43,4,180,5,256,256,512,255,255,510,0,2,0.9961108410306271,0,0,0,0,34,2,168,2,1624,322,97,14,0,14,0.006806028196402528,0,888,741,428,1169,97.22897423432183,10.209042294603792,272.2411278561011,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-1.mid,third_party/PianistTransformer/data/midis/testset/human/8-1.mid,analyzed,,1,384,1,2111,2058,2057,7039,"{""0"": 7039}","{""1"": 7039}","{""0"": 2111}",0,0,0,11,40,0,2.555989583333343,280,280,560,279,279,558,0,2,0.9931939718035975,2,2,7,7,58,13,200,21,265,265,530,264,264,528,0,2,0.9941662615459407,0,0,1,1,43,4,180,5,256,256,512,255,255,510,0,2,0.9961108410306271,0,0,0,0,34,2,168,2,1624,322,97,14,0,14,0.006806028196402528,0,888,741,428,1169,97.22897423432183,10.209042294603792,272.2411278561011,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-2.mid,third_party/PianistTransformer/data/midis/testset/human/8-2.mid,analyzed,,1,384,1,2111,2058,2057,7039,"{""0"": 7039}","{""1"": 7039}","{""0"": 2111}",0,0,0,11,40,0,2.555989583333343,280,280,560,279,279,558,0,2,0.9931939718035975,2,2,7,7,58,13,200,21,265,265,530,264,264,528,0,2,0.9941662615459407,0,0,1,1,43,4,180,5,256,256,512,255,255,510,0,2,0.9961108410306271,0,0,0,0,34,2,168,2,1624,322,97,14,0,14,0.006806028196402528,0,888,741,428,1169,97.22897423432183,10.209042294603792,272.2411278561011,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-3.mid,third_party/PianistTransformer/data/midis/testset/human/8-3.mid,analyzed,,1,384,1,2111,2058,2057,7039,"{""0"": 7039}","{""1"": 7039}","{""0"": 2111}",0,0,0,11,40,0,2.555989583333343,280,280,560,279,279,558,0,2,0.9931939718035975,2,2,7,7,58,13,200,21,265,265,530,264,264,528,0,2,0.9941662615459407,0,0,1,1,43,4,180,5,256,256,512,255,255,510,0,2,0.9961108410306271,0,0,0,0,34,2,168,2,1624,322,97,14,0,14,0.006806028196402528,0,888,741,428,1169,97.22897423432183,10.209042294603792,272.2411278561011,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-4.mid,third_party/PianistTransformer/data/midis/testset/human/8-4.mid,analyzed,,1,384,1,2111,2058,2057,7039,"{""0"": 7039}","{""1"": 7039}","{""0"": 2111}",0,0,0,11,40,0,2.555989583333343,280,280,560,279,279,558,0,2,0.9931939718035975,2,2,7,7,58,13,200,21,265,265,530,264,264,528,0,2,0.9941662615459407,0,0,1,1,43,4,180,5,256,256,512,255,255,510,0,2,0.9961108410306271,0,0,0,0,34,2,168,2,1624,322,97,14,0,14,0.006806028196402528,0,888,741,428,1169,97.22897423432183,10.209042294603792,272.2411278561011,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
8-5.mid,third_party/PianistTransformer/data/midis/testset/human/8-5.mid,analyzed,,1,480,1,2113,1929,1928,4055,"{""0"": 4055}","{""1"": 4055}","{""0"": 2113}",0,0,0,6,27,0,2.90833333333336,175,175,350,174,174,348,0,2,0.9994813278008299,0,0,0,0,1,1,81,3,167,167,334,166,166,332,0,2,0.9994813278008299,0,0,0,0,0,0,65,0,162,162,324,161,161,322,0,2,0.9994813278008299,0,0,0,0,0,0,60,0,1606,297,24,1,0,1,0.0005186721991701245,0,1100,515,313,828,42.01244813278009,1.5560165975103735,181.53526970954357,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
